tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,1382400,84,-0.015243003,-0.0193109263459505,-0.0111709317818991
86400.002,3600,1382400,42,-0.015612452,-0.0195357890873505,-0.0116852560130261
86400.002,3600,1382400,20,-0.015267191,-0.0154935163840116,-0.0150408519567657
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,0.004160438,-0.119566536872846,0.131787331309329
86400.002,3600,2764800,5400,0.000252,-0.0309868510884399,0.0317333573075086
86400.002,3600,2764800,2700,0.001411432,-0.00749933315663369,0.0103417912287829
86400.002,3600,2764800,1350,0.001890436,-0.00649867745216146,0.0102969047630907
86400.002,3600,2764800,675,0.000597099,-0.00899961837000451,0.0102165659329091
86400.002,3600,2764800,338,0.005514165,-0.0102931067453735,0.0213829510577663
86400.002,3600,2764800,169,0.003194112,-0.0139032141838457,0.0203635947731868
86400.002,3600,2764800,84,-0.000141349,-0.00309477511679708,0.0028142293474956
86400.002,3600,2764800,42,0.001063455,-0.00196749195842485,0.00409666542817341
86400.002,3600,2764800,20,0.000146066,2.15394178378964e-05,0.0002705964730817
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,-0.368266888,-0.622127784779395,-0.0842687642431207
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,0.024138832,-0.0945641200809137,0.146352357816927
86400.002,3600,5529600,5400,0.00371685,-0.0221206651709262,0.0297194420613858
86400.002,3600,5529600,2700,0.00525492,-7.40528755621043e-05,0.0105908671850571
86400.002,3600,5529600,1350,0.005349159,-0.000410320280369087,0.0111167845456257
86400.002,3600,5529600,675,0.004818664,-0.00113313896047469,0.0107791720174809
86400.002,3600,5529600,338,0.007317155,-0.00376138246376385,0.018425817354517
86400.002,3600,5529600,169,0.008023398,-0.00323933036393456,0.0193172400245091
86400.002,3600,5529600,84,0.00234217,0.00024465895367008,0.00444076382835762
86400.002,3600,5529600,42,0.002041495,0.000408307723390786,0.00367533791472152
86400.002,3600,5529600,20,0.002125858,0.00204318054308131,0.0022085373690857
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,,,
86400.002,3600,86400,5400,-0.202143391,-0.260526655481682,-0.142685202338871
86400.002,3600,86400,2700,-0.091091402,-0.152857015188166,-0.0282713877963886
86400.002,3600,86400,1350,-0.09269076,-0.136914255982303,-0.0479288480744333
86400.002,3600,86400,675,-0.104989143,-0.154105835032122,-0.0551979710768717
86400.002,3600,86400,338,-0.114864679,-0.158898770251507,-0.0702832435209231
86400.002,3600,86400,169,-0.118433788,-0.166111622097383,-0.0701108706975585
86400.002,3600,86400,84,-0.069190204,-0.07938909715495,-0.0589636818018442
86400.002,3600,86400,42,-0.067834585,-0.0797807845515231,-0.0558505151035495
86400.002,3600,86400,20,-0.067633894,-0.068264236781215,-0.0670034465454522
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.257143465,-0.454042649109116,-0.0460541132908343
86400.002,3600,172800,10800,-0.175081746,-0.284667632969622,-0.0617587771302698
86400.002,3600,172800,5400,-0.165953077,-0.211299311510657,-0.119990010607172
86400.002,3600,172800,2700,-0.06474689,-0.105351515886469,-0.023702591655273
86400.002,3600,172800,1350,-0.065918349,-0.111765101183916,-0.019509460989102
86400.002,3600,172800,675,-0.071711009,-0.105372290271408,-0.0377459072306213
86400.002,3600,172800,338,-0.066126602,-0.127463187775242,-0.00377870657471838
86400.002,3600,172800,169,-0.058744017,-0.119812856503798,0.00331922001339818
86400.002,3600,172800,84,-0.066646438,-0.0758914514921664,-0.0573787901379454
86400.002,3600,172800,42,-0.066032225,-0.0757547899283646,-0.05628463951204
86400.002,3600,172800,20,-0.065812401,-0.0664776436060401,-0.0651470413117426
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,-0.557088345,-0.64775619284194,-0.461516515258292
86400.002,3600,345600,21600,-0.349897583,-0.44858025265894,-0.24734223475691
86400.002,3600,345600,10800,-0.143133539,-0.360957599606176,0.0896641261670555
86400.002,3600,345600,5400,-0.088598708,-0.177984553695518,0.00301051046903487
86400.002,3600,345600,2700,-0.078977462,-0.101672254116241,-0.0561439147934974
86400.002,3600,345600,1350,-0.077058915,-0.108269752343131,-0.0455855447389372
86400.002,3600,345600,675,-0.082073881,-0.109253598043466,-0.0546942089836296
86400.002,3600,345600,338,-0.092231373,-0.132596789277222,-0.0514181589978523
86400.002,3600,345600,169,-0.093135691,-0.13717960376064,-0.0485574919228471
86400.002,3600,345600,84,-0.07714676,-0.0865209879901746,-0.0677489948349959
86400.002,3600,345600,42,-0.076071844,-0.0832397750668395,-0.0688901752981582
86400.002,3600,345600,20,-0.076918066,-0.0772570328398694,-0.0765790680627943
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.450375096,-0.587611179426129,-0.30389360000039
86400.002,3600,691200,21600,-0.313422333,-0.380470819855706,-0.244713447318826
86400.002,3600,691200,10800,-0.113639406,-0.2967739657592,0.0795010128503537
86400.002,3600,691200,5400,-0.072556632,-0.139644361956211,-0.00424819153043074
86400.002,3600,691200,2700,-0.076834665,-0.0926115816299094,-0.060990979728404
86400.002,3600,691200,1350,-0.078343942,-0.0950313427117124,-0.0615817026002832
86400.002,3600,691200,675,-0.076944768,-0.0984526047984456,-0.0553126284703041
86400.002,3600,691200,338,-0.081007922,-0.105504064129886,-0.0563496791320521
86400.002,3600,691200,169,-0.079585525,-0.107931866544651,-0.0510222136063493
86400.002,3600,691200,84,-0.073926751,-0.0797560274038886,-0.0680884139766472
86400.002,3600,691200,42,-0.073938822,-0.0794609812324741,-0.0684085308410432
86400.002,3600,691200,20,-0.073797395,-0.0740736159382107,-0.0735211532940198
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.460653626,-0.550141305739362,-0.367306133003767
86400.002,3600,1382400,21600,-0.262003356,-0.390992072854177,-0.127132893376244
86400.002,3600,1382400,10800,-0.12481528,-0.242993137138787,-0.00253770326071541
86400.002,3600,1382400,5400,-0.034987395,-0.0814722975152927,0.0120567323625602
86400.002,3600,1382400,2700,-0.057487023,-0.068071773642081,-0.0468728805587965
86400.002,3600,1382400,1350,-0.057783903,-0.0719945293255653,-0.0435202305442545
86400.002,3600,1382400,675,-0.05541612,-0.0665838297082439,-0.0442157589364235
86400.002,3600,1382400,338,-0.059549262,-0.0750659918730249,-0.0439691456153615
86400.002,3600,1382400,169,-0.058128937,-0.0753184048824826,-0.0408617609224868
86400.002,3600,1382400,84,-0.049151549,-0.0527816747120846,-0.0455180019955503
86400.002,3600,1382400,42,-0.049730921,-0.0542998878061427,-0.0451565303828103
86400.002,3600,1382400,20,-0.049541669,-0.0497319651712546,-0.0493513638539984
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.484156103,-0.561108772734481,-0.404238559348238
86400.002,3600,2764800,21600,-0.09331041,-0.364060490858581,0.199819160524443
86400.002,3600,2764800,10800,-0.087061718,-0.174904640978162,0.00292355542099193
86400.002,3600,2764800,5400,-0.032142978,-0.061609298029165,-0.00245371698772713
86400.002,3600,2764800,2700,-0.041549924,-0.0489944153170844,-0.0340911484971253
86400.002,3600,2764800,1350,-0.041540134,-0.049644106817896,-0.0334192304789043
86400.002,3600,2764800,675,-0.040298257,-0.0494973484389996,-0.0310773733815542
86400.002,3600,2764800,338,-0.039318014,-0.0510907747581213,-0.0275095724795326
86400.002,3600,2764800,169,-0.036711443,-0.0500144114041995,-0.0233630197523637
86400.002,3600,2764800,84,-0.034456126,-0.0368716787845991,-0.0320390827803997
86400.002,3600,2764800,42,-0.034082161,-0.0366425151216798,-0.0315201319938684
86400.002,3600,2764800,20,-0.034423608,-0.0345453335860286,-0.0343018784770794
86400.002,3600,5529600,86400,-0.581126412,-0.666599442656486,-0.49104647030213
86400.002,3600,5529600,43200,-0.496028529,-0.533535301850871,-0.457819157910133
86400.002,3600,5529600,21600,0.097821758,-0.336943787105712,0.583243708687385
86400.002,3600,5529600,10800,-0.006403164,-0.0958160345590469,0.0850449882329244
86400.002,3600,5529600,5400,0.014186806,-0.0159949629597814,0.0445917466162513
86400.002,3600,5529600,2700,-0.002459096,-0.00793254878094109,0.00302177255944757
86400.002,3600,5529600,1350,-0.001676532,-0.00666208186447538,0.0033151648814892
86400.002,3600,5529600,675,-0.001865828,-0.00661349576167142,0.00288741322077459
86400.002,3600,5529600,338,0.000485117,-0.00901593440451414,0.0100084676668412
86400.002,3600,5529600,169,-0.000337383,-0.0110142420756592,0.0103676675084649
86400.002,3600,5529600,84,-0.001980043,-0.0040491676800437,9.01407578962272e-05
86400.002,3600,5529600,42,-0.001424249,-0.00337039865506067,0.000522835628828868
86400.002,3600,5529600,20,-0.001526793,-0.00160123450789068,-0.00145235007869169
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.11164,-0.254335512430446,0.037001597926516
86400.002,3600,86400,5400,-0.082502348,-0.14859673934132,-0.0152103931800091
86400.002,3600,86400,2700,0.029314563,-0.0163501051639729,0.0754846344586284
86400.002,3600,86400,1350,0.019122919,-0.0365748357123307,0.0755823311663796
86400.002,3600,86400,675,0.019163617,-0.0373216315547944,0.0764323570709702
86400.002,3600,86400,338,0.009507026,-0.0467559769374546,0.0665548747148611
86400.002,3600,86400,169,0.005618508,-0.0408968236290119,0.0526708920393752
86400.002,3600,86400,84,0.001516772,-0.0106420828126527,0.0137121343774033
86400.002,3600,86400,42,0.000894519,-0.0133727542938176,0.0152121172357644
86400.002,3600,86400,20,0.002179557,0.00147322252902685,0.00288601404534309
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,-0.15532895,-0.278050408682884,-0.0280092603587416
86400.002,3600,172800,5400,-0.152129271,-0.191770740425686,-0.112025111054522
86400.002,3600,172800,2700,-0.053118651,-0.109375987010648,0.00397617936014426
86400.002,3600,172800,1350,-0.04978848,-0.101929262039152,0.00306823624248891
86400.002,3600,172800,675,-0.048789926,-0.089813013939415,-0.00732562076695696
86400.002,3600,172800,338,-0.055255909,-0.118727902498165,0.00928706358296871
86400.002,3600,172800,169,-0.048272021,-0.127746399668288,0.0328775807728465
86400.002,3600,172800,84,-0.072133498,-0.0817199091779745,-0.0625226025527859
86400.002,3600,172800,42,-0.073207039,-0.0840645424693477,-0.0623180812746674
86400.002,3600,172800,20,-0.073245566,-0.0737761858571998,-0.0727148715973539
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.104754095,-0.378180926111315,0.191876914001764
86400.002,3600,345600,10800,-0.131829557,-0.218847362457392,-0.0425981132133871
86400.002,3600,345600,5400,0.016548181,-0.0685523365524987,0.103447141889938
86400.002,3600,345600,2700,0.013471172,-0.00802653171888875,0.0350819206102276
86400.002,3600,345600,1350,0.012732899,-0.0147050132642107,0.0403553823956062
86400.002,3600,345600,675,0.015918282,-0.0106945593910125,0.0427041752665039
86400.002,3600,345600,338,0.013344254,-0.0250359768347313,0.0520864720077489
86400.002,3600,345600,169,0.008861952,-0.0246179438744121,0.0426181656139774
86400.002,3600,345600,84,0.003257841,-0.00474211826003259,0.0112735606596522
86400.002,3600,345600,42,0.001170281,-0.00608484012663251,0.0084383885975063
86400.002,3600,345600,20,0.003570521,0.00317475979811876,0.00396632060067805
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,-0.22472476,-0.33203506017875,-0.113593700634218
86400.002,3600,691200,10800,-0.133276899,-0.213186754060695,-0.0515020980231853
86400.002,3600,691200,5400,-0.002512536,-0.0832201066531976,0.0798420421002724
86400.002,3600,691200,2700,-0.001733535,-0.0218207970896734,0.0184538992595512
86400.002,3600,691200,1350,-0.004904639,-0.0255467135809157,0.0158435711037807
86400.002,3600,691200,675,-0.003435251,-0.0220893623735488,0.0153053637234829
86400.002,3600,691200,338,0.00842767,-0.0182981926304855,0.0353293663953833
86400.002,3600,691200,169,0.009002094,-0.0273552266571816,0.0456854793662854
86400.002,3600,691200,84,-0.007956546,-0.0144517911407848,-0.00145079783404683
86400.002,3600,691200,42,-0.007895866,-0.0146869392500826,-0.00109331065705705
86400.002,3600,691200,20,-0.008364196,-0.00860400750099917,-0.00812437058599608
86400.002,3600,1382400,86400,-0.558254927,-0.75136025455813,-0.339548046809542
86400.002,3600,1382400,43200,-0.342247576,-0.507733715861458,-0.165517335345748
86400.002,3600,1382400,21600,-0.091408393,-0.419949797533749,0.271282664342346
86400.002,3600,1382400,10800,-0.116243273,-0.231148624880743,0.0024932958246798
86400.002,3600,1382400,5400,-0.038557615,-0.0899971697955822,0.0135703321214857
86400.002,3600,1382400,2700,-0.02727586,-0.0462453296689949,-0.00821472671626565
86400.002,3600,1382400,1350,-0.031258986,-0.0424548289016031,-0.0200311484141052
86400.002,3600,1382400,675,-0.028528589,-0.0428997069624478,-0.0141048573103103
86400.002,3600,1382400,338,-0.033249068,-0.0494405986751053,-0.0169903897702039
86400.002,3600,1382400,169,-0.037210336,-0.0547414270281131,-0.0196001737652455
86400.002,3600,1382400,84,-0.037203356,-0.040516110012238,-0.0338877886744642
86400.002,3600,1382400,42,-0.03821608,-0.0416807013424359,-0.0347483778135071
86400.002,3600,1382400,20,-0.037515529,-0.0376880081492314,-0.0373430418561198
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.071860301,-0.164361658395986,0.0229804128309784
86400.002,3600,2764800,5400,0.007434315,-0.0449018101214462,0.060450199392347
86400.002,3600,2764800,2700,0.001434563,-0.00897041181407924,0.0118662617574547
86400.002,3600,2764800,1350,0.004050551,-0.00576592968215832,0.0138907525025665
86400.002,3600,2764800,675,0.000923963,-0.00930509465272613,0.0111788622661702
86400.002,3600,2764800,338,-0.002705822,-0.0198230656956015,0.0144841762302558
86400.002,3600,2764800,169,-0.000620553,-0.0155095180246727,0.0143233090592464
86400.002,3600,2764800,84,-0.005630721,-0.00869973229476,-0.00255937335283305
86400.002,3600,2764800,42,-0.005021049,-0.00856838175033291,-0.00147059623954595
86400.002,3600,2764800,20,-0.005448849,-0.00556930238179816,-0.00532839252298973
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,-0.030286021,-0.104698985846392,0.0455652764171772
86400.002,3600,5529600,5400,0.011815514,-0.0162965235681307,0.0401215146930994
86400.002,3600,5529600,2700,0.015333073,0.0100152855031461,0.0206577361089247
86400.002,3600,5529600,1350,0.014681529,0.00836442990870508,0.0210083407954806
86400.002,3600,5529600,675,0.014439807,0.00945687431193254,0.0194287812791373
86400.002,3600,5529600,338,0.014929195,0.00615082669534201,0.0237263236220331
86400.002,3600,5529600,169,0.013806332,0.00459588960096851,0.0230374527733055
86400.002,3600,5529600,84,0.012523842,0.0105344138658847,0.0145142350723993
86400.002,3600,5529600,42,0.012724977,0.0106590663866365,0.0147919272463065
86400.002,3600,5529600,20,0.012301861,0.0122186590783571,0.0123850646287594
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,0.046837019,-0.323937118626426,0.455182157436974
86400.002,3600,86400,5400,0.22814482,0.0971226725727566,0.362722278142313
86400.002,3600,86400,2700,0.210814738,0.158936786271401,0.263246965398169
86400.002,3600,86400,1350,0.209510857,0.151441370146,0.2682765891204
86400.002,3600,86400,675,0.210131947,0.147072218923836,0.274013274728237
86400.002,3600,86400,338,0.143346095,0.0877702765077108,0.199596666103309
86400.002,3600,86400,169,0.156486145,0.0833919193321617,0.230739242697675
86400.002,3600,86400,84,0.186925373,0.169671663148439,0.204241150493926
86400.002,3600,86400,42,0.184794187,0.172108493340827,0.197513460502199
86400.002,3600,86400,20,0.187507773,0.186694429353407,0.18832125364172
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,-0.006360623,-0.272764480679481,0.279494024736755
86400.002,3600,172800,5400,0.095760013,0.018973926201802,0.173898678871451
86400.002,3600,172800,2700,0.105454702,0.0739339760807494,0.137198667963926
86400.002,3600,172800,1350,0.109447917,0.0730987681874691,0.14609320965976
86400.002,3600,172800,675,0.10766202,0.0687328391544868,0.146931646883526
86400.002,3600,172800,338,0.070114072,0.0349151817228184,0.105600878796213
86400.002,3600,172800,169,0.074072096,0.0342261044018126,0.11428611209472
86400.002,3600,172800,84,0.092527972,0.081033355081125,0.104052485673075
86400.002,3600,172800,42,0.09226783,0.0806203557342012,0.103946010117086
86400.002,3600,172800,20,0.092603886,0.092097624641569,0.0931102059909722
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,,,
86400.002,3600,345600,5400,0.09266232,-0.0337180533911889,0.222772192568563
86400.002,3600,345600,2700,0.077156675,0.0601889994709452,0.0941905140142755
86400.002,3600,345600,1350,0.080830123,0.0449927013317013,0.11696306411618
86400.002,3600,345600,675,0.079651386,0.048732009759248,0.110790707304039
86400.002,3600,345600,338,0.057947347,0.010734988421496,0.10568536513864
86400.002,3600,345600,169,0.056093963,0.0168778081478185,0.0956726707239813
86400.002,3600,345600,84,0.060002711,0.0522840920022961,0.0677352121842194
86400.002,3600,345600,42,0.059100908,0.0527290306725874,0.0654822522499873
86400.002,3600,345600,20,0.058968062,0.0585328128964794,0.0594033548297404
86400.002,3600,691200,86400,-0.758627328,-0.781920006655027,-0.734764867475207
86400.002,3600,691200,43200,-0.473775602,-0.641628388991241,-0.290929767845145
86400.002,3600,691200,21600,-0.318486684,-0.427333611951653,-0.205131570001323
86400.002,3600,691200,10800,0.059096537,-0.209213601169176,0.345779597937603
86400.002,3600,691200,5400,0.044657625,-0.0381836674108178,0.129154969399
86400.002,3600,691200,2700,0.02556343,0.0101343538880721,0.041049955470877
86400.002,3600,691200,1350,0.026070747,0.00846766992017059,0.0437486082945676
86400.002,3600,691200,675,0.027766741,0.00872356299626586,0.0468973278945979
86400.002,3600,691200,338,0.018870913,-0.00186054146038496,0.0397069157606309
86400.002,3600,691200,169,0.018695468,-0.000601722078961745,0.0380832224475611
86400.002,3600,691200,84,0.02423815,0.0187948967744799,0.0296885446578748
86400.002,3600,691200,42,0.024426117,0.0179885527367387,0.0308736706429442
86400.002,3600,691200,20,0.024780708,0.0245095086092134,0.0250519241422501
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.423189492,-0.539669213745972,-0.300502515036955
86400.002,3600,1382400,21600,-0.348066656,-0.404397035329974,-0.290506531600108
86400.002,3600,1382400,10800,0.051826909,-0.151561162526955,0.265555226622875
86400.002,3600,1382400,5400,0.071524805,0.00131365052461925,0.142890801568021
86400.002,3600,1382400,2700,0.039204296,0.0222372098593094,0.056239968612697
86400.002,3600,1382400,1350,0.038043642,0.0246336197796821,0.0514965166119602
86400.002,3600,1382400,675,0.038163606,0.0263942021674196,0.0499660019076641
86400.002,3600,1382400,338,0.040567266,0.0252454082196749,0.0559449575788968
86400.002,3600,1382400,169,0.038714459,0.0170073260975247,0.0605340394023538
86400.002,3600,1382400,84,0.030965352,0.0274778159656306,0.0344557999258932
86400.002,3600,1382400,42,0.030774172,0.0271846972152975,0.0343667308134207
86400.002,3600,1382400,20,0.030970238,0.0307514394209611,0.0311890486780032
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.471743964,-0.545492261587162,-0.395346105064443
86400.002,3600,2764800,21600,-0.216545237,-0.383403800232083,-0.0402626025116636
86400.002,3600,2764800,10800,0.053306694,-0.0992454300426969,0.211555791954495
86400.002,3600,2764800,5400,0.039444179,-0.0137782769582221,0.0933478181383185
86400.002,3600,2764800,2700,0.01871739,0.00924574932276538,0.0282107939709217
86400.002,3600,2764800,1350,0.017938426,0.00807178974154834,0.0278286997565901
86400.002,3600,2764800,675,0.016607399,0.00635043356720389,0.0268899455407031
86400.002,3600,2764800,338,0.016812911,0.00271221241888064,0.0309619918660422
86400.002,3600,2764800,169,0.017811482,0.00653347965386552,0.0291203827734442
86400.002,3600,2764800,84,0.018057573,0.0158861884756006,0.0202300998921032
86400.002,3600,2764800,42,0.017848552,0.0146903284602235,0.0210091941714899
86400.002,3600,2764800,20,0.017502921,0.0173863672417561,0.017619478906364
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,-0.084218673,-0.285257713967094,0.128558865536557
86400.002,3600,5529600,10800,-0.020238978,-0.103345895839655,0.0646481351910132
86400.002,3600,5529600,5400,0.013118735,-0.0130355981395849,0.0394406517246553
86400.002,3600,5529600,2700,0.004382819,-0.00266290194847293,0.0114407473435826
86400.002,3600,5529600,1350,0.00589106,-0.00149766206270568,0.0132931883348243
86400.002,3600,5529600,675,0.006081216,0.00103021862962785,0.0111384736028116
86400.002,3600,5529600,338,0.003068605,-0.00517571611072493,0.01132966808054
86400.002,3600,5529600,169,0.004084732,-0.00482531046258166,0.0130143114561721
86400.002,3600,5529600,84,0.005054551,0.00330114770973369,0.00680870878649212
86400.002,3600,5529600,42,0.005007191,0.00312701462065902,0.0068882348435324
86400.002,3600,5529600,20,0.004849825,0.00478612864318104,0.00491352221701459
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.448588739,-0.496765565798183,-0.399348092156711
86400.002,3600,86400,5400,,,
86400.002,3600,86400,2700,-0.106703178,-0.154733166549912,-0.0580271971240106
86400.002,3600,86400,1350,-0.100443758,-0.154978872914378,-0.0450799398883072
86400.002,3600,86400,675,-0.111087277,-0.162072397879353,-0.0593698676344356
86400.002,3600,86400,338,-0.145361842,-0.202665138361517,-0.0870936285110995
86400.002,3600,86400,169,-0.149006727,-0.210316706069753,-0.0865857543896586
86400.002,3600,86400,84,-0.098924981,-0.113567464165475,-0.0842235901887831
86400.002,3600,86400,42,-0.100962687,-0.117543385783301,-0.0843062367991948
86400.002,3600,86400,20,-0.097905315,-0.0986075065271808,-0.0972029877275555
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.444461001,-0.513878737974178,-0.372822893471284
86400.002,3600,172800,10800,-0.215738854,-0.292347201149245,-0.137232842418293
86400.002,3600,172800,5400,0.094703549,-0.138367742957246,0.340933841855014
86400.002,3600,172800,2700,0.035772863,-0.014306443586529,0.0864569120865142
86400.002,3600,172800,1350,0.034074951,-0.0055273923197775,0.0740550184429515
86400.002,3600,172800,675,0.033029039,-0.0208705926109723,0.0876318336746602
86400.002,3600,172800,338,0.016491835,-0.0294767189640704,0.0629791277083717
86400.002,3600,172800,169,0.01313364,-0.0572373461058508,0.0847330598678142
86400.002,3600,172800,84,0.009949121,-0.000915922998753543,0.0208430626695179
86400.002,3600,172800,42,0.008602254,-0.00132919202699347,0.0185578704905071
86400.002,3600,172800,20,0.008727632,0.00825009690862392,0.00920522315951619
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,-0.468181263,-0.636230736346986,-0.285287448497762
86400.002,3600,345600,21600,-0.366559432,-0.444282145528254,-0.286397557359338
86400.002,3600,345600,10800,,,
86400.002,3600,345600,5400,0.061302882,-0.100598531607368,0.229591326764198
86400.002,3600,345600,2700,0.009722917,-0.0171234064115467,0.0367464394186026
86400.002,3600,345600,1350,0.012697096,-0.017554892633491,0.0431736328428884
86400.002,3600,345600,675,0.00955114,-0.0244059966770285,0.0437923693669736
86400.002,3600,345600,338,0.011505002,-0.0378268548341148,0.0614378361330029
86400.002,3600,345600,169,0.001755213,-0.0420173694697958,0.0460048698720987
86400.002,3600,345600,84,0.006082799,-0.00284582781683477,0.0150310065158684
86400.002,3600,345600,42,0.006508781,-0.00200660079754927,0.0150419624078853
86400.002,3600,345600,20,0.004486032,0.00407381216102055,0.00489829434224599
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,-0.298919544,-0.359445689630684,-0.237073193174254
86400.002,3600,691200,10800,0.038575211,-0.205691796537839,0.298234523086512
86400.002,3600,691200,5400,0.007858389,-0.070503440779906,0.0877553762095921
86400.002,3600,691200,2700,0.006731797,-0.0128987825944903,0.026457225785318
86400.002,3600,691200,1350,0.009549961,-0.00869952787252734,0.0278811630560594
86400.002,3600,691200,675,0.006629953,-0.0123720540103454,0.0257208253979149
86400.002,3600,691200,338,0.008546273,-0.0224225722193329,0.0397514562863653
86400.002,3600,691200,169,0.015504077,-0.0245006585144796,0.0559014198351979
86400.002,3600,691200,84,0.002100038,-0.00319969755267797,0.00740669272758969
86400.002,3600,691200,42,0.001270963,-0.00482508279860263,0.00737617298797681
86400.002,3600,691200,20,0.000851484,0.000566415225342962,0.00113657278425447
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.442355476,-0.561191596002374,-0.316803220097411
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.0201901,-0.151475935553475,0.199372407881744
86400.002,3600,1382400,5400,-0.022890105,-0.0724186130245349,0.0272658498291889
86400.002,3600,1382400,2700,-0.010081029,-0.0185236165728319,-0.00162064995580883
86400.002,3600,1382400,1350,-0.008259047,-0.0201340924714293,0.00365116348810507
86400.002,3600,1382400,675,-0.00681858,-0.01748512026322,0.00387628166496585
86400.002,3600,1382400,338,-0.006436229,-0.026920806508531,0.0141530287336591
86400.002,3600,1382400,169,-0.009672408,-0.0311961279608052,0.0119672941806449
86400.002,3600,1382400,84,-0.009079931,-0.0121800744755951,-0.00597739466478974
86400.002,3600,1382400,42,-0.009039727,-0.0122176839759192,-0.00585925509823324
86400.002,3600,1382400,20,-0.009061075,-0.00922087654575898,-0.00890126627361367
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,-0.151895294,-0.358959786981033,0.0687724092010289
86400.002,3600,2764800,10800,0.04204565,-0.0704972000570819,0.157681511460838
86400.002,3600,2764800,5400,-0.016687023,-0.0471871554436448,0.0140482494127521
86400.002,3600,2764800,2700,0.002311351,-0.00725667170901113,0.0119019472077765
86400.002,3600,2764800,1350,0.000659832,-0.00905513280502423,0.0103981087998698
86400.002,3600,2764800,675,0.001315804,-0.00557497670705536,0.00821829592635939
86400.002,3600,2764800,338,0.008106708,-0.00771341484577308,0.0239882870572056
86400.002,3600,2764800,169,0.00546018,-0.00606571177554594,0.0170187422283537
86400.002,3600,2764800,84,0.000597008,-0.00205313320856985,0.00324888109516441
86400.002,3600,2764800,42,0.000627275,-0.00255324873937596,0.00381029300783867
86400.002,3600,2764800,20,0.00091842,0.000777732938912673,0.00105911279454382
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,-0.105414184,-0.300251735051881,0.100701166598252
86400.002,3600,5529600,10800,0.05063531,-0.0267439024656559,0.129448647058488
86400.002,3600,5529600,5400,-0.008201733,-0.0290782179948803,0.0127836825386338
86400.002,3600,5529600,2700,0.002095022,-0.00520793249348264,0.00941112335070989
86400.002,3600,5529600,1350,0.002759769,-0.00435300873907551,0.0098850088109841
86400.002,3600,5529600,675,0.002573132,-0.00303822418470827,0.00819224279323007
86400.002,3600,5529600,338,0.00143687,-0.0071369030755371,0.0100287809164009
86400.002,3600,5529600,169,0.000522409,-0.00956926040448069,0.0106392381763854
86400.002,3600,5529600,84,0.002514494,0.000435653906029803,0.00459439797567248
86400.002,3600,5529600,42,0.00240367,0.000655708925903771,0.00415238234299202
