tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,5529600,20,0.002491917,0.00238946620505938,0.00259436952896447
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.225636939,-0.387644155313851,-0.0546564902712466
86400.002,3600,86400,5400,-0.184514921,-0.245379606284282,-0.122506733853807
86400.002,3600,86400,2700,-0.097038184,-0.143110947597714,-0.0503778339477852
86400.002,3600,86400,1350,-0.094157939,-0.143488074501704,-0.0441556662684814
86400.002,3600,86400,675,-0.090940933,-0.133530226323432,-0.0478535121309078
86400.002,3600,86400,338,-0.138387643,-0.181484794416147,-0.0947518363015813
86400.002,3600,86400,169,-0.134734527,-0.184878027080818,-0.0838632290652434
86400.002,3600,86400,84,-0.063312952,-0.0739150202487245,-0.0526812124202476
86400.002,3600,86400,42,-0.065290995,-0.0802932736573639,-0.0502291051524003
86400.002,3600,86400,20,-0.062382,-0.0631837520354109,-0.0615800795963913
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.381386548,-0.513448091028419,-0.241846982028871
86400.002,3600,172800,10800,-0.245371652,-0.328176966557034,-0.160252825196177
86400.002,3600,172800,5400,-0.156432958,-0.224559763861179,-0.0869185339193058
86400.002,3600,172800,2700,-0.06970476,-0.119844024081109,-0.0188894908258955
86400.002,3600,172800,1350,-0.076392068,-0.110285373108695,-0.0421891401406464
86400.002,3600,172800,675,-0.067422555,-0.108825316793452,-0.0255612269510382
86400.002,3600,172800,338,-0.093082426,-0.138866825015209,-0.0467203946405448
86400.002,3600,172800,169,-0.079150652,-0.130590862135248,-0.0269911892182215
86400.002,3600,172800,84,-0.070137197,-0.0809523049774365,-0.0592909830054951
86400.002,3600,172800,42,-0.069595974,-0.0774646787986377,-0.061710827127229
86400.002,3600,172800,20,-0.067115459,-0.0676777750463556,-0.0665530586235822
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,-0.472617418,-0.586854915344246,-0.351806987588075
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.128376627,-0.348068025526244,0.106272270202055
86400.002,3600,345600,5400,-0.059393312,-0.170886945982475,0.0554755635123653
86400.002,3600,345600,2700,-0.031485015,-0.0613799767594126,-0.00136070879939444
86400.002,3600,345600,1350,-0.032875138,-0.0684118754918287,0.00298666568369551
86400.002,3600,345600,675,-0.033127294,-0.0668938526768585,0.000932680322386435
86400.002,3600,345600,338,-0.038281409,-0.0751856562224118,-0.00102446626881034
86400.002,3600,345600,169,-0.024386125,-0.0656592317306042,0.017322322382362
86400.002,3600,345600,84,-0.040275446,-0.0488796670047304,-0.0316521631148135
86400.002,3600,345600,42,-0.040078151,-0.0478835215149789,-0.032257100479329
86400.002,3600,345600,20,-0.038714217,-0.0391189604237751,-0.0383094315309345
86400.002,3600,691200,86400,-0.640829294,-0.776551084008527,-0.490205810398972
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.070496008,-0.207205721307288,0.0714026427042107
86400.002,3600,691200,5400,0.002560543,-0.0594643550213613,0.0655476222445755
86400.002,3600,691200,2700,0.010880744,-0.00664082977768437,0.0284775291855758
86400.002,3600,691200,1350,0.012506326,-0.00124168573101986,0.0263005223823693
86400.002,3600,691200,675,0.012065782,-0.00359869284042528,0.0277902709250496
86400.002,3600,691200,338,0.014984763,-0.0145115558095018,0.0446940233892617
86400.002,3600,691200,169,0.011336705,-0.00947755187932797,0.0322571379616633
86400.002,3600,691200,84,0.016183874,0.0104953831666308,0.0218802263726126
86400.002,3600,691200,42,0.015867417,0.0102278047973832,0.0215147585998197
86400.002,3600,691200,20,0.016545667,0.0163503096292394,0.0167410327698166
86400.002,3600,1382400,86400,-0.656402351,-0.753202517741125,-0.552122471173662
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,-0.050841642,-0.190591431020091,0.0942184628235315
86400.002,3600,1382400,5400,0.017656395,-0.0321843804462883,0.0681069377878584
86400.002,3600,1382400,2700,0.014406564,-0.000217423297334875,0.029082721375364
86400.002,3600,1382400,1350,0.013764936,0.00167334206031127,0.0258921954653045
86400.002,3600,1382400,675,0.012322937,-6.63095773905217e-05,0.0247496836054394
86400.002,3600,1382400,338,0.009439534,-0.0127087743354007,0.0317083341548547
86400.002,3600,1382400,169,0.009224292,-0.00709288381156528,0.0256067804936008
86400.002,3600,1382400,84,0.010846655,0.00679778262977758,0.0148995293539082
86400.002,3600,1382400,42,0.011126703,0.00699162049826422,0.0152659584296262
86400.002,3600,1382400,20,0.011080899,0.010885401829492,0.0112764046278897
86400.002,3600,2764800,86400,-0.673379614,-0.744017546615072,-0.598684421817895
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.013997684,-0.131550826769479,0.107135665224325
86400.002,3600,2764800,5400,-0.001430741,-0.0448074161522151,0.0424158771186497
86400.002,3600,2764800,2700,0.007156245,-0.0026842457663749,0.0170204997630012
86400.002,3600,2764800,1350,0.005885453,-0.0020752600299184,0.0138617301817531
86400.002,3600,2764800,675,0.006724537,-0.00220858197932183,0.015677243586449
86400.002,3600,2764800,338,-0.002148683,-0.0173737499387431,0.0131338810385379
86400.002,3600,2764800,169,-0.001588193,-0.0140572726794651,0.0109194035872758
86400.002,3600,2764800,84,0.005722889,0.00355979872091763,0.00788712717144038
86400.002,3600,2764800,42,0.006401172,0.00290867765062656,0.00989665643899264
86400.002,3600,2764800,20,0.006683378,0.00654367600105625,0.00682308499607538
86400.002,3600,5529600,86400,-0.635854524,-0.71083715668297,-0.556790234355494
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,0.000979146,-0.100991622923559,0.105587823852581
86400.002,3600,5529600,5400,-0.000642521,-0.0265447283407503,0.0254263232018573
86400.002,3600,5529600,2700,0.002519985,-0.00211392114031674,0.00715917753140432
86400.002,3600,5529600,1350,0.003419966,-0.00261628291618757,0.0094651824207875
86400.002,3600,5529600,675,0.003051119,-0.0023097434460312,0.0084190548454112
86400.002,3600,5529600,338,-0.004273541,-0.013080994894588,0.00455316263199008
86400.002,3600,5529600,169,-0.00324086,-0.0111553708062659,0.00468917666290374
86400.002,3600,5529600,84,0.002384254,0.000209635693860379,0.00456003658121852
86400.002,3600,5529600,42,0.002208519,2.51815285468197e-05,0.00439302919735882
86400.002,3600,5529600,20,0.002537756,0.00243219838936859,0.00264331571126848
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,0.107385421,-0.156436145682498,0.388071116877839
86400.002,3600,86400,5400,0.074366257,0.00702082075073188,0.142770472558675
86400.002,3600,86400,2700,0.106259366,0.0531773075252599,0.159977504189932
86400.002,3600,86400,1350,0.102672185,0.0641888374557293,0.141489709839605
86400.002,3600,86400,675,0.103210554,0.0548903689489503,0.152058642890607
86400.002,3600,86400,338,0.130753761,0.0749780001661722,0.187216847565442
86400.002,3600,86400,169,0.138341059,0.0813479340449408,0.196047210292878
86400.002,3600,86400,84,0.111275533,0.0970810100917282,0.125514904309765
86400.002,3600,86400,42,0.109020514,0.094836186290014,0.123249716253585
86400.002,3600,86400,20,0.109201838,0.108471654334747,0.109932140939601
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.077207544,-0.158104679406155,0.32618506324757
86400.002,3600,172800,5400,0.037126866,-0.0450616689911117,0.120957267240301
86400.002,3600,172800,2700,0.072661435,0.0419439304076861,0.103597436991024
86400.002,3600,172800,1350,0.072316894,0.0378115833379922,0.107098263408576
86400.002,3600,172800,675,0.073287619,0.0367990984331214,0.110084718567425
86400.002,3600,172800,338,0.067725485,0.0235233227880101,0.112383777614804
86400.002,3600,172800,169,0.073374882,0.0236124260983706,0.123713207097686
86400.002,3600,172800,84,0.071016262,0.061086946727625,0.0809683266688396
86400.002,3600,172800,42,0.069945312,0.0582956219454886,0.0816263626543099
86400.002,3600,172800,20,0.069530264,0.0689558388597868,0.0701047646661829
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,-0.329050581,-0.637308440583509,0.0229307224278215
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,,,
86400.002,3600,345600,5400,0.103946095,-0.0277929498425159,0.239701345283976
86400.002,3600,345600,2700,0.030516604,0.00481894186428235,0.0563732813786875
86400.002,3600,345600,1350,0.025972852,0.000798564641077322,0.0513004030503518
86400.002,3600,345600,675,0.033052762,0.00180507535442695,0.0645353245409943
86400.002,3600,345600,338,0.053556533,0.010166780064996,0.0973916874053326
86400.002,3600,345600,169,0.051649093,0.00264275939415577,0.10122550432459
86400.002,3600,345600,84,0.032265538,0.0264569105242143,0.0380822350913795
86400.002,3600,345600,42,0.030874964,0.0215427010940218,0.0402281033543606
86400.002,3600,345600,20,0.030041795,0.0296822892410673,0.0304013324811641
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,0.108425951,-0.188736612230909,0.427283688749596
86400.002,3600,691200,5400,0.03467316,-0.0465152765027379,0.11746715511912
86400.002,3600,691200,2700,0.001533818,-0.0160291730933508,0.0191730846205946
86400.002,3600,691200,1350,0.000640577,-0.0198173046920023,0.0212021236324325
86400.002,3600,691200,675,0.002108794,-0.018547011006675,0.022870129866929
86400.002,3600,691200,338,0.008283261,-0.0187329184932098,0.0354791560402106
86400.002,3600,691200,169,0.011008764,-0.00944881323864715,0.0315689334662082
86400.002,3600,691200,84,0.004120716,0.000151492339335661,0.00809381239043931
86400.002,3600,691200,42,0.004046475,-0.00109251731467675,0.00919196121770022
86400.002,3600,691200,20,0.003058742,0.00282403370146249,0.00329346415283252
86400.002,3600,1382400,86400,-0.584293327,-0.753948767161147,-0.394090926790967
86400.002,3600,1382400,43200,-0.454243948,-0.546166294032153,-0.358292699131939
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.042609593,-0.165360656737677,0.261515538315888
86400.002,3600,1382400,5400,0.014383992,-0.0370097122613645,0.066428461880076
86400.002,3600,1382400,2700,-0.004324105,-0.0171767648677618,0.00856959539773623
86400.002,3600,1382400,1350,-0.002676883,-0.0155593737961766,0.0102467710595988
86400.002,3600,1382400,675,-0.003688991,-0.0158649832477559,0.00852380283422115
86400.002,3600,1382400,338,0.008865692,-0.0159432307518699,0.0338259859737765
86400.002,3600,1382400,169,0.009383287,-0.0128236308245155,0.0317113434826677
86400.002,3600,1382400,84,-0.002722424,-0.0065979729253661,0.00115684146602852
86400.002,3600,1382400,42,-0.002228273,-0.00755039799373607,0.00310086144072047
86400.002,3600,1382400,20,-0.00239581,-0.00255857531556932,-0.00223303787875535
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.406743302,-0.490243106056817,-0.320217790816052
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,0.046146086,-0.0775351648343017,0.173561396486229
86400.002,3600,2764800,5400,0.027010729,-0.0106185375063754,0.0649832077343895
86400.002,3600,2764800,2700,0.008129782,0.00111372997523912,0.0151578934487156
86400.002,3600,2764800,1350,0.008992874,0.000888159269913001,0.0171136714344228
86400.002,3600,2764800,675,0.009174609,0.00180669859325105,0.0165558063544399
86400.002,3600,2764800,338,0.013929651,0.0025029957075271,0.0253881472058892
86400.002,3600,2764800,169,0.014603176,0.00183566480779584,0.0274104267415906
86400.002,3600,2764800,84,0.008347557,0.0059540071592592,0.0107425077523542
86400.002,3600,2764800,42,0.008969499,0.00611351861226892,0.0118274749031185
86400.002,3600,2764800,20,0.009243945,0.00911336327041147,0.00937453068936971
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,-0.365742545,-0.434923805281916,-0.294640395085252
86400.002,3600,5529600,21600,-0.02796138,-0.264221351015901,0.223742104253849
86400.002,3600,5529600,10800,0.015171236,-0.0409129097902515,0.0720307829032756
86400.002,3600,5529600,5400,0.011704272,-0.0154467041738421,0.0390361501381543
86400.002,3600,5529600,2700,0.00559818,0.000348197727291796,0.0108549297324089
86400.002,3600,5529600,1350,0.004488404,-0.00164597956558464,0.0106320389893054
86400.002,3600,5529600,675,0.005295837,-0.000698151029827889,0.0112986502827714
86400.002,3600,5529600,338,0.006503364,-0.0028978725252714,0.0159263031698641
86400.002,3600,5529600,169,0.008266556,-0.000350949097598386,0.0169022591727399
86400.002,3600,5529600,84,0.003566981,0.00187365259409823,0.00526101411016975
86400.002,3600,5529600,42,0.003518621,0.00159734187353923,0.00544080811631648
86400.002,3600,5529600,20,0.004327117,0.00424631057795757,0.00440792500730202
86400.002,86400,86400,86400,,,
86400.002,86400,86400,43200,,,
86400.002,86400,86400,21600,,,
86400.002,86400,86400,10800,0.045477483,-0.021008863515805,0.113024572493516
86400.002,86400,86400,5400,0.035729527,0.000319645412473885,0.0714405670770959
86400.002,86400,86400,2700,0.036056778,0.0117830604987666,0.0604715599985922
86400.002,86400,86400,1350,0.036621026,0.00985882825045874,0.0635547101950184
86400.002,86400,86400,675,0.036146407,0.0102922750042874,0.0621606220524538
86400.002,86400,86400,338,0.045820113,0.0138474431110075,0.0780357038016014
86400.002,86400,86400,169,0.041299818,0.0156530282000949,0.0671033402291471
86400.002,86400,86400,84,0.041107107,0.0349675740551741,0.0472555792837096
86400.002,86400,86400,42,0.040893807,0.0359491907738265,0.0458442219815107
86400.002,86400,86400,20,0.039294233,0.0390653508986674,0.0395231280252147
86400.002,86400,172800,86400,,,
86400.002,86400,172800,43200,,,
86400.002,86400,172800,21600,-0.001337712,-0.109062172530103,0.109343553985399
86400.002,86400,172800,10800,-0.049850961,-0.103177870112781,0.00422514958197559
86400.002,86400,172800,5400,-0.051143784,-0.0851210384321122,-0.0168637254930773
86400.002,86400,172800,2700,-0.0611394,-0.0782383772222495,-0.0439632836287979
86400.002,86400,172800,1350,-0.06028757,-0.0767136515087951,-0.0437903797778679
86400.002,86400,172800,675,-0.059493874,-0.0791291410861736,-0.0397569934018851
86400.002,86400,172800,338,-0.059969505,-0.08643932959288,-0.0333145663584059
86400.002,86400,172800,169,-0.056489074,-0.0827008508479504,-0.0300964616957066
86400.002,86400,172800,84,-0.05906652,-0.0617375555299677,-0.0563936130554434
86400.002,86400,172800,42,-0.058541883,-0.0612850579404355,-0.0557967350021519
86400.002,86400,172800,20,-0.058887059,-0.0590211299755794,-0.0587529837818903
86400.002,86400,345600,86400,,,
86400.002,86400,345600,43200,-0.075964991,-0.221277881188613,0.0752682519283234
86400.002,86400,345600,21600,-0.059078038,-0.116960180790156,-0.000303153739380281
86400.002,86400,345600,10800,-0.063346772,-0.0988402818796949,-0.0275183314474841
86400.002,86400,345600,5400,-0.05598459,-0.0882296860069728,-0.0234655028667408
86400.002,86400,345600,2700,-0.055261125,-0.068259544904315,-0.0422184570076872
86400.002,86400,345600,1350,-0.055928167,-0.068123979712941,-0.0436933825867571
86400.002,86400,345600,675,-0.054169092,-0.0658730079575884,-0.042429356008204
86400.002,86400,345600,338,-0.053675672,-0.0742123416408909,-0.0330285047727085
86400.002,86400,345600,169,-0.055135211,-0.0722476871236033,-0.0379459678094769
86400.002,86400,345600,84,-0.055293012,-0.0573473565645522,-0.0532375656378737
86400.002,86400,345600,42,-0.055268216,-0.0577333008991045,-0.0528015442122049
86400.002,86400,345600,20,-0.055293837,-0.0554000919316281,-0.0551875793228023
86400.002,86400,691200,86400,-0.365976348,-0.473333980886606,-0.253886552481282
86400.002,86400,691200,43200,-0.126507479,-0.218397505139521,-0.0321599345327004
86400.002,86400,691200,21600,-0.112156779,-0.158113856202293,-0.0656049801214769
86400.002,86400,691200,10800,-0.121366791,-0.154830292697682,-0.0875858989003939
86400.002,86400,691200,5400,-0.10883176,-0.131646510591105,-0.0858720472464128
86400.002,86400,691200,2700,-0.106968425,-0.116850524072536,-0.0970592899171484
86400.002,86400,691200,1350,-0.107908112,-0.117256770676913,-0.0985352341604367
86400.002,86400,691200,675,-0.106969421,-0.117315556518595,-0.0965936443788371
86400.002,86400,691200,338,-0.107984261,-0.119901078592069,-0.0960280584909828
86400.002,86400,691200,169,-0.107870769,-0.118759847211309,-0.0969488188993945
86400.002,86400,691200,84,-0.108149579,-0.109629529047319,-0.106669021761936
86400.002,86400,691200,42,-0.108062022,-0.10953699946024,-0.106586442101887
86400.002,86400,691200,20,-0.10807732,-0.108162708595169,-0.107991928868233
86400.002,86400,1382400,86400,-0.325288658,-0.400210580068927,-0.248247477575212
86400.002,86400,1382400,43200,-0.101473276,-0.182375849013819,-0.0187280845880893
86400.002,86400,1382400,21600,-0.094883819,-0.123459374495042,-0.0660839969098643
86400.002,86400,1382400,10800,-0.10895558,-0.127508216792569,-0.0903071921074269
86400.002,86400,1382400,5400,-0.097437005,-0.115022891333879,-0.0797662149509467
86400.002,86400,1382400,2700,-0.096874175,-0.10280215108389,-0.0909365900887619
86400.002,86400,1382400,1350,-0.096042922,-0.104394771438205,-0.0876720016710047
86400.002,86400,1382400,675,-0.096229632,-0.103841748023646,-0.0886016744050155
86400.002,86400,1382400,338,-0.097166309,-0.106203294951421,-0.088106964979929
